at.stefanhuber.hui.capacitor.elements;SM-G991B;drawer;4.165078289880107;4.980814218521118;19.962489841226393;16.742937803268433;4.120661809854395;4.979356050491333
at.stefanhuber.hui.android.elements;SM-G991B;dialog;4.094007297093242;4.98034405708313;16.540944026868726;16.651721954345703;4.055290537600697;4.980553150177002
at.stefanhuber.hui.android.elements;SM-G991B;sheet;4.124779142198484;5.005207061767578;16.473924436313585;16.701334238052368;3.9491686020051135;4.9833478927612305
at.stefanhuber.hui.capacitor.elements;SM-G991B;sheet;4.106475526775417;4.98193097114563;21.10549625526195;16.64549708366394;3.9597812662452005;4.983408689498901
at.stefanhuber.hui.scrolling10;SM-G991B;scrolling;4.079304099453383;5.005019187927246;17.015287366279924;8.704833030700684;3.902454998380372;4.981284856796265
at.stefanhuber.hui.scrolling4;SM-G991B;scrolling;4.065903160307606;4.98070502281189;18.126299016469165;8.673348903656006;3.988668294443983;4.982360601425171
at.stefanhuber.hui.elements;SM-G991B;dialog;4.530728760841872;4.982805013656616;19.093634366724245;16.619967937469482;4.339145146035044;4.980891942977905
at.stefanhuber.hui.android.scrolling;SM-G991B;scrolling;4.249881144803551;4.984853029251099;13.498306515112189;8.583152770996094;3.8775552796161827;4.985253095626831
at.stefanhuber.hui.capacitor.scrolling;SM-G991B;scrolling;4.109156050878705;4.98158597946167;15.701406414399885;8.55666995048523;4.1367585024691484;4.980993032455444
at.stefanhuber.hui.elements;SM-G991B;sheet;4.4007290818348554;4.9821202754974365;18.176037893021686;16.60544991493225;4.384992221868802;5.0069639682769775
at.stefanhuber.hui.capacitor.elements;SM-G991B;dialog;4.133886815527232;4.984572887420654;20.77917107730676;16.63318181037903;3.9565034632727447;4.980117082595825
at.stefanhuber.hui.scrolling1;SM-G991B;scrolling;4.076722356755771;4.9825170040130615;24.91845280260369;8.727710008621216;3.915352062386559;4.979681015014648
at.stefanhuber.hui.android.elements;SM-G991B;drawer;4.118260367701204;4.982631206512451;18.312334010412865;16.568974018096924;3.886203669761779;4.982208967208862
at.stefanhuber.hui.elements;SM-G991B;drawer;4.4647854325405305;4.987363815307617;20.11917005959519;16.630290031433105;4.0125719674823275;4.980791807174683
at.stefanhuber.hui.scrolling10;SM-G991B;scrolling;4.036199890541258;4.981671094894409;16.8278551039312;8.52349305152893;3.993452176920624;4.981119155883789
at.stefanhuber.hui.scrolling1;SM-G991B;scrolling;3.9477192911041046;4.984228134155273;25.162453705521212;8.700633764266968;3.9865548736214866;4.980870246887207
at.stefanhuber.hui.elements;SM-G991B;dialog;4.507229850100146;4.981456995010376;18.90642250867918;16.668996810913086;4.518602927621742;4.980940818786621
at.stefanhuber.hui.android.elements;SM-G991B;sheet;4.095165638012862;4.98195219039917;16.488131317445113;16.72147798538208;3.939526388686937;4.980752229690552
at.stefanhuber.hui.elements;SM-G991B;drawer;4.553599567077514;4.981119871139526;20.18478430708111;16.7203688621521;4.0817675940507945;4.985457181930542
at.stefanhuber.hui.elements;SM-G991B;sheet;4.466638364279546;4.980379104614258;17.94867397592926;16.67242407798767;4.398316369298659;4.986212730407715
at.stefanhuber.hui.capacitor.elements;SM-G991B;drawer;4.177786426500294;4.983658075332642;19.35912684171978;16.61513614654541;4.189517537451273;5.004875183105469
at.stefanhuber.hui.android.scrolling;SM-G991B;scrolling;4.004336737810362;4.9812939167022705;13.205404291652686;8.753469944000244;3.8758128822316205;4.98028302192688
at.stefanhuber.hui.android.elements;SM-G991B;dialog;4.156610714419498;4.981535911560059;16.437325610530504;16.57024598121643;4.679261772748453;4.982239007949829
at.stefanhuber.hui.scrolling4;SM-G991B;scrolling;4.0168842098036714;4.980803728103638;18.201832216216577;8.551350593566895;3.9890205827720253;4.983093023300171
at.stefanhuber.hui.capacitor.elements;SM-G991B;dialog;4.180259139518363;4.982988119125366;20.52615958001623;16.617481231689453;3.958439621732448;4.97800612449646
at.stefanhuber.hui.android.elements;SM-G991B;drawer;4.089458978337747;4.982861757278442;18.043184459591156;16.745772123336792;4.078116346915119;4.978107929229736
at.stefanhuber.hui.capacitor.elements;SM-G991B;sheet;4.111128163628318;4.981231927871704;21.345413234638514;16.851168155670166;3.879864362565819;4.979822158813477
at.stefanhuber.hui.capacitor.scrolling;SM-G991B;scrolling;3.949656075971767;4.98130202293396;15.70795626110561;8.625351190567017;3.8766591901486684;4.978085041046143
at.stefanhuber.hui.capacitor.elements;SM-G991B;sheet;4.088021464713013;4.980703830718994;20.836542369727223;16.547578811645508;4.02065625880052;4.980803966522217
at.stefanhuber.hui.capacitor.elements;SM-G991B;drawer;4.042448087946565;4.981420040130615;19.061071032829243;16.59266209602356;3.9525021464627645;4.980426073074341
at.stefanhuber.hui.android.elements;SM-G991B;drawer;4.01990239704357;4.979535102844238;18.345446315533465;16.822839736938477;3.9285249153501574;4.980989933013916
